route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
03,2,2145635,Argyle Mall,,1,105109,73856,0,0
03,2,2145610,Argyle Mall via Hamilton,,1,105104,73858,0,0
03,2,2145636,Argyle Mall,,1,105108,73856,0,0
03,2,2145611,Argyle Mall via Hamilton,,1,105109,73858,0,0
03,2,2145612,Argyle Mall via Hamilton,,1,105108,73858,0,0
03,2,2145613,Argyle Mall via Hamilton,,1,105107,73858,0,0
03,2,2145614,Argyle Mall via Hamilton,,1,105106,73858,0,0
03,2,2145615,Argyle Mall via Hamilton,,1,105105,73858,0,0
03,2,2145616,Argyle Mall via Hamilton,,1,105110,73858,0,0
03,2,2145617,Argyle Mall via Hamilton,,1,105104,73858,0,0
03,2,2145618,Argyle Mall via Hamilton,,1,105109,73858,0,0
03,2,2145619,Argyle Mall via Hamilton,,1,105108,73858,0,0
03,2,2145620,Argyle Mall via Hamilton,,1,105107,73858,0,0
03,2,2145621,Argyle Mall via Hamilton,,1,105106,73858,0,0
03,2,2145622,Argyle Mall via Hamilton,,1,105105,73858,0,0
03,2,2145623,Argyle Mall via Hamilton,,1,105110,73858,0,0
03,2,2145624,Argyle Mall via Hamilton,,1,105104,73858,0,0
03,2,2145625,Argyle Mall via Hamilton,,1,105109,73858,0,0
03,2,2145626,Argyle Mall via Hamilton,,1,105108,73858,0,0
03,2,2145627,Argyle Mall via Hamilton,,1,105107,73858,0,0
03,2,2145628,Argyle Mall via Hamilton,,1,105106,73858,0,0
03,2,2145629,Argyle Mall via Hamilton,,1,105105,73858,0,0
03,2,2145630,Argyle Mall via Hamilton,,1,105110,73858,0,0
03,2,2145631,Argyle Mall via Hamilton,,1,105104,73858,0,0
03,2,2145632,Argyle Mall via Hamilton,,1,105109,73858,0,0
03,2,2145633,Argyle Mall via Hamilton,,1,105108,73858,0,0
03,2,2145637,Argyle Mall via Hamilton,,1,105107,73858,0,0
03,2,2145638,Argyle Mall via Hamilton,,1,105106,73858,0,0
03,2,2145639,Argyle Mall via Hamilton,,1,105105,73858,0,0
03,2,2145640,Argyle Mall via Hamilton,,1,105104,73858,0,0
03,2,2145641,Argyle Mall via Hamilton,,1,105109,73858,0,0
03,2,2145642,Argyle Mall via Hamilton,,1,105108,73858,0,0
03,2,2145643,Argyle Mall via Hamilton,,1,105107,73858,0,0
03,2,2145644,Argyle Mall via Hamilton,,1,105106,73858,0,0
03,2,2145645,Argyle Mall via Hamilton,,1,105105,73858,0,0
03,2,2145646,Argyle Mall via Hamilton,,1,105104,73858,0,0
03,2,2145634,Argyle Mall via Hamilton,,1,105109,73858,0,0
